Symptom1,Symptom2,Remedies_S1,Remedies_S2,Shared_Remedies,P_B_given_A,P_A_given_B
gouty rheumatic pains,eyes burn on least exertion,1,1,1,1.0,1.0
gouty rheumatic pains,exceedingly severe pain in right leg,1,1,1,1.0,1.0
gouty rheumatic pains,worse by motion,1,1,1,1.0,1.0
gouty rheumatic pains,of dissipated men,1,1,1,1.0,1.0
gouty rheumatic pains,arthritic nodes of joints,1,1,1,1.0,1.0
gouty rheumatic pains,shifting pains,1,1,1,1.0,1.0
gouty rheumatic pains,styes,1,1,1,1.0,1.0
gouty rheumatic pains,especially hip joints,1,1,1,1.0,1.0
gouty rheumatic pains,aching when walking,1,1,1,1.0,1.0
gouty rheumatic pains,aching pain around hip joint,1,1,1,1.0,1.0
gouty rheumatic pains,all limbs affected,1,1,1,1.0,1.0
gouty rheumatic pains,aching when sitting,1,1,1,1.0,1.0
gouty rheumatic pains,all joints of back stiff in morning,1,1,1,1.0,1.0
gouty rheumatic pains,crural neuralgic pain stitching,1,1,1,1.0,1.0
gouty rheumatic pains,especially shoulder joints,1,1,1,1.0,1.0
gouty rheumatic pains,of debilitated men,1,1,1,1.0,1.0
gouty rheumatic pains,pain as after overlifting,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,restless nights,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,darting pains in joints,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,swollen,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,sudden pain through chest to spinal column,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,circumscribed redness of joints,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,worse during day,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,strange sensation as if floating in the air,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,wrists swollen,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,stiffness of hands,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,pains heavy,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,soreness to touch,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,darting pains in thighs,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,sharp darting pains in knee joints,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,sharp lancinating pains in knee joints,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,much effusion into joints,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,very painful,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,excessive dryness of soft palate,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,redness followed by effusion,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,rheumatism in triceps,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,sharp darting pains in elbow,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,rheumatism of wrist joints,1,1,1,1.0,1.0
sharp lancinating pains involving every joint,extending to forearm,1,1,1,1.0,1.0
very restless sleep,tearing pain down the leg,1,1,1,1.0,1.0
very restless sleep,pains become intolerable,1,1,1,1.0,1.0
very restless sleep,trembling of legs when going to sleep,1,1,1,1.0,1.0
very restless sleep,fine sensitive pressure in periosteum of arm,1,1,1,1.0,1.0
very restless sleep,electric-like jerking stitches in cervical region,1,1,1,1.0,1.0
very restless sleep,easily excited,1,1,1,1.0,1.0
very restless sleep,tearing pains in throat,1,1,1,1.0,1.0
very restless sleep,joints bruised,1,1,1,1.0,1.0
very restless sleep,pain in calves better by drawing feet up,1,1,1,1.0,1.0
very restless sleep,cramp-like tension of muscles,1,1,1,1.0,1.0
very restless sleep,tearing pain at night,1,1,1,1.0,1.0
very restless sleep,irritability of nervous system,1,1,1,1.0,1.0
very restless sleep,pain seems unendurable,1,1,1,1.0,1.0
very restless sleep,electric-like jerking stitches in left shoulder,1,1,1,1.0,1.0
very restless sleep,feet seem paralyzed,1,1,1,1.0,1.0
very restless sleep,violent drawing tearing to sole of foot,1,1,1,1.0,1.0
very restless sleep,stitches in nates,1,1,1,1.0,1.0
very restless sleep,stiffness in loins when sitting,1,1,1,1.0,1.0
very restless sleep,patient wild,1,1,1,1.0,1.0
very restless sleep,cannot find easy position,1,1,1,1.0,1.0
very restless sleep,paralytic-like pain in arms,1,1,1,1.0,1.0
very restless sleep,cracking in knees,1,1,1,1.0,1.0
very restless sleep,profuse hot sweat,1,1,1,1.0,1.0
very restless sleep,toothache one-sided,1,1,1,1.0,1.0
very restless sleep,restlessness of feet at night,1,1,1,1.0,1.0
very restless sleep,paralytic pain from elbows to fingers,1,1,1,1.0,1.0
very restless sleep,fine sensitive pressure in articular ligaments,1,1,1,1.0,1.0
very restless sleep,drawing tearing from knee to ankle,1,1,1,1.0,1.0
very restless sleep,crawling in calves,1,1,1,1.0,1.0
very restless sleep,lassitude in limbs,1,1,1,1.0,1.0
very restless sleep,hip pain after sitting in evening,1,1,1,1.0,1.0
very restless sleep,numbness at night,1,1,1,1.0,1.0
very restless sleep,back pains worse at night,1,1,1,1.0,1.0
very restless sleep,fine sensitive pressure in periosteum of shoulder,1,1,1,1.0,1.0
very restless sleep,joints sore,1,1,1,1.0,1.0
very restless sleep,pains drive out of bed,1,1,1,1.0,1.0
very restless sleep,stitches in thighs,1,1,1,1.0,1.0
very restless sleep,unendurable pains in hip joint at night,1,1,1,1.0,1.0
very restless sleep,tension in knees,1,1,1,1.0,1.0
very restless sleep,pain in periosteum,1,1,1,1.0,1.0
very restless sleep,toothache worse from warmth of bed,1,1,1,1.0,1.0
very restless sleep,numbness of toes,1,1,1,1.0,1.0
very restless sleep,heaviness of calves,1,1,1,1.0,1.0
very restless sleep,bruised sensation in back muscles,1,1,1,1.0,1.0
very restless sleep,sprained pain in thumb,1,1,1,1.0,1.0
very restless sleep,severe stitches in forearm along bones,1,1,1,1.0,1.0
very restless sleep,crawling tearing in bones of arm to fingers,1,1,1,1.0,1.0
very restless sleep,paralytic weakness of thighs,1,1,1,1.0,1.0
very restless sleep,tearing pains in clavicle region,1,1,1,1.0,1.0
very restless sleep,violent drawing tearing from left ischium to os calcis,1,1,1,1.0,1.0
very restless sleep,feet pain worse from motion,1,1,1,1.0,1.0
very restless sleep,suits nervous excitable women and children,1,1,1,1.0,1.0
very restless sleep,indescribable pain in thighs on stretching leg,1,1,1,1.0,1.0
very restless sleep,pains compel walking,1,1,1,1.0,1.0
sensation of great weight on chest,uneasy distress through mind and body,1,1,1,1.0,1.0
sensation of great weight on chest,drawing tearing in lower part of tendo achillis,1,1,1,1.0,1.0
sensation of great weight on chest,uneasy distress around heart,1,1,1,1.0,1.0
sensation of great weight on chest,drawing lacerating in various parts of right arm,1,1,1,1.0,1.0
sensation of great weight on chest,sensation of a hot iron in chest,1,1,1,1.0,1.0
sensation of great weight on chest,pain near heart extending to left scapula,1,1,1,1.0,1.0
sensation of great weight on chest,rheumatic pains in muscles of scapula,1,1,1,1.0,1.0
sensation of great weight on chest,shooting pains down the legs,1,1,1,1.0,1.0
sensation of great weight on chest,depressed feeling,1,1,1,1.0,1.0
sensation of great weight on chest,pains especially anteriorly in thighs,1,1,1,1.0,1.0
restless nights,darting pains in joints,1,1,1,1.0,1.0
restless nights,swollen,1,1,1,1.0,1.0
restless nights,sudden pain through chest to spinal column,1,1,1,1.0,1.0
restless nights,circumscribed redness of joints,1,1,1,1.0,1.0
restless nights,worse during day,1,1,1,1.0,1.0
restless nights,strange sensation as if floating in the air,1,1,1,1.0,1.0
restless nights,wrists swollen,1,1,1,1.0,1.0
restless nights,stiffness of hands,1,1,1,1.0,1.0
restless nights,pains heavy,1,1,1,1.0,1.0
restless nights,soreness to touch,1,1,1,1.0,1.0
restless nights,darting pains in thighs,1,1,1,1.0,1.0
restless nights,sharp darting pains in knee joints,1,1,1,1.0,1.0
restless nights,sharp lancinating pains in knee joints,1,1,1,1.0,1.0
restless nights,much effusion into joints,1,1,1,1.0,1.0
restless nights,very painful,1,1,1,1.0,1.0
restless nights,excessive dryness of soft palate,1,1,1,1.0,1.0
restless nights,redness followed by effusion,1,1,1,1.0,1.0
restless nights,rheumatism in triceps,1,1,1,1.0,1.0
restless nights,sharp darting pains in elbow,1,1,1,1.0,1.0
restless nights,rheumatism of wrist joints,1,1,1,1.0,1.0
restless nights,extending to forearm,1,1,1,1.0,1.0
affects knee joints,spasmodic pain not allowing to rise,1,1,1,1.0,1.0
affects knee joints,foot sweat,1,1,1,1.0,1.0
affects knee joints,right wrist weak,1,1,1,1.0,1.0
affects knee joints,stitches in ball of thumb,1,1,1,1.0,1.0
affects knee joints,dragging feeling from right hip to toes,1,1,1,1.0,1.0
affects knee joints,suited to children with large heads,1,1,1,1.0,1.0
affects knee joints,severe pain in one leg,1,1,1,1.0,1.0
affects knee joints,femur pains as if beaten,1,1,1,1.0,1.0
affects knee joints,sciatica of years standing,1,1,1,1.0,1.0
affects knee joints,rheumatic pains extending into temples,1,1,1,1.0,1.0
affects knee joints,rheumatic pains in jaws,1,1,1,1.0,1.0
affects knee joints,joints of right fingers as if pulled out of sockets,1,1,1,1.0,1.0
affects knee joints,parts very stiff,1,1,1,1.0,1.0
affects knee joints,great nervous debility,1,1,1,1.0,1.0
affects knee joints,pains in limbs severe,1,1,1,1.0,1.0
affects knee joints,violent shooting pain between hips,1,1,1,1.0,1.0
affects knee joints,compelling to lay pen down when writing,1,1,1,1.0,1.0
affects knee joints,tearing in joints of thumbs,1,1,1,1.0,1.0
affects knee joints,pain in arms at night,1,1,1,1.0,1.0
affects knee joints,rheumatism of lower cervical vertebrae,1,1,1,1.0,1.0
affects knee joints,affects fibrous tissue,1,1,1,1.0,1.0
affects knee joints,pain in elbow joint,1,1,1,1.0,1.0
affects knee joints,contraction painful when moving fingers,1,1,1,1.0,1.0
affects knee joints,worse when weather changes,1,1,1,1.0,1.0
affects knee joints,inflammation of fibrous portion of joints,1,1,1,1.0,1.0
affects knee joints,takes cold easily,1,1,1,1.0,1.0
affects knee joints,knee painful as if too tightly bandaged,1,1,1,1.0,1.0
affects knee joints,violent tearing pain between scapulae,1,1,1,1.0,1.0
affects knee joints,gouty deposits in large joints of fingers,1,1,1,1.0,1.0
affects knee joints,pain on rising from a seat,1,1,1,1.0,1.0
affects knee joints,momentary sharp pain in right shoulder joint,1,1,1,1.0,1.0
affects knee joints,tearing pains in ball of hand,1,1,1,1.0,1.0
affects knee joints,ailments following vaccination,1,1,1,1.0,1.0
affects knee joints,stiffness of nape of neck,1,1,1,1.0,1.0
affects knee joints,effects of suppressed foot sweat,1,1,1,1.0,1.0
affects knee joints,covers head in sleep,1,1,1,1.0,1.0
affects knee joints,lancinating pains in knees,1,1,1,1.0,1.0
stitches in left side of back,small of back pain worse from motion,1,1,1,1.0,1.0
stitches in left side of back,unendurable pain in small of back,1,1,1,1.0,1.0
stitches in left side of back,rheumatic pain in face muscles,1,1,1,1.0,1.0
stitches in left side of back,tensive pain in small of back,1,1,1,1.0,1.0
stitches in left side of back,intermittent fever,1,1,1,1.0,1.0
stitches in left side of back,eye symptoms disappear at noon,1,1,1,1.0,1.0
stitches in left side of back,headache from draft of air,1,1,1,1.0,1.0
stitches in left side of back,one hand cold,1,1,1,1.0,1.0
stitches in left side of back,darting tearing pain in limbs,1,1,1,1.0,1.0
stitches in left side of back,compatible with ferrum,1,1,1,1.0,1.0
stinging in legs,pressive pain in arms,1,1,1,1.0,1.0
stinging in legs,restless legs at night,1,1,1,1.0,1.0
stinging in legs,pain in coccyx as if beaten,1,1,1,1.0,1.0
stinging in legs,tearing in scapulae,1,1,1,1.0,1.0
stinging in legs,stinging in small of back,1,1,1,1.0,1.0
stinging in legs,gouty affections worse in wet weather,1,1,1,1.0,1.0
stinging in legs,rheumatism worse in wet weather,1,1,1,1.0,1.0
stinging in legs,pressive pain in legs,1,1,1,1.0,1.0
stinging in legs,stinging in hands,1,1,1,1.0,1.0
stinging in legs,stitches in head,1,1,1,1.0,1.0
stinging in legs,coryza with watery discharge,1,1,1,1.0,1.0
stinging in legs,tearing in face,1,1,1,1.0,1.0
warm sweat especially on side lain on,pulling pain in face from decayed tooth to temples,1,1,1,1.0,1.0
warm sweat especially on side lain on,painful liver pressure,1,1,1,1.0,1.0
warm sweat especially on side lain on,numbness of hands,1,1,1,1.0,1.0
warm sweat especially on side lain on,reeling as if drunk,1,1,1,1.0,1.0
warm sweat especially on side lain on,brick dust in urine,1,1,1,1.0,1.0
warm sweat especially on side lain on,chronic joint enlargement,1,1,1,1.0,1.0
warm sweat especially on side lain on,affinity for small joints of feet,1,1,1,1.0,1.0
warm sweat especially on side lain on,tearing epigastric pain with vomiting,1,1,1,1.0,1.0
warm sweat especially on side lain on,bruised pain in sacrum worse lying on side,1,1,1,1.0,1.0
warm sweat especially on side lain on,giddiness,1,1,1,1.0,1.0
warm sweat especially on side lain on,warm sweat on head,1,1,1,1.0,1.0
warm sweat especially on side lain on,weary knees,1,1,1,1.0,1.0
warm sweat especially on side lain on,pulse 120,1,1,1,1.0,1.0
warm sweat especially on side lain on,motion impossible in right wrist,1,1,1,1.0,1.0
voice almost fails at times,sensation as if tendons of wrist were shortened,1,1,1,1.0,1.0
voice almost fails at times,pains at every weather change,1,1,1,1.0,1.0
voice almost fails at times,sensation of stiffness in legs after sleep in evening,1,1,1,1.0,1.0
voice almost fails at times,prickling stitches in joints of fingers,1,1,1,1.0,1.0
voice almost fails at times,cold knees,1,1,1,1.0,1.0
voice almost fails at times,shoulder pain worse from motion,1,1,1,1.0,1.0
voice almost fails at times,tearing in right hip,1,1,1,1.0,1.0
voice almost fails at times,drawing in arm on which he lies at night,1,1,1,1.0,1.0
voice almost fails at times,boring pains in limbs,1,1,1,1.0,1.0
voice almost fails at times,pressing cramp-like pain in small of back,1,1,1,1.0,1.0
voice almost fails at times,stitches in shoulders,1,1,1,1.0,1.0
voice almost fails at times,lancinating pain in wrists when grasping,1,1,1,1.0,1.0
voice almost fails at times,sensation of plug in back,1,1,1,1.0,1.0
voice almost fails at times,sensation as if tendons of hand were shortened,1,1,1,1.0,1.0
voice almost fails at times,sprained pain in right hand,1,1,1,1.0,1.0
voice almost fails at times,back pain worse on sitting,1,1,1,1.0,1.0
voice almost fails at times,drawing in thigh,1,1,1,1.0,1.0
voice almost fails at times,lack of strength in knees,1,1,1,1.0,1.0
voice almost fails at times,cramp-like pain on outside of left thigh,1,1,1,1.0,1.0
voice almost fails at times,knees go to sleep,1,1,1,1.0,1.0
voice almost fails at times,pain in joints of hands,1,1,1,1.0,1.0
voice almost fails at times,drawing pain from abdomen down into leg,1,1,1,1.0,1.0
voice almost fails at times,great depression of vital forces,1,1,1,1.0,1.0
voice almost fails at times,arms weary when writing,1,1,1,1.0,1.0
voice almost fails at times,burning in fingers,1,1,1,1.0,1.0
voice almost fails at times,limbs go to sleep,1,1,1,1.0,1.0
voice almost fails at times,burning in bones,1,1,1,1.0,1.0
voice almost fails at times,heartburn very persistent,1,1,1,1.0,1.0
voice almost fails at times,thigh stitches passing downward when walking,1,1,1,1.0,1.0
voice almost fails at times,stiffness of nape,1,1,1,1.0,1.0
voice almost fails at times,paralytic weakness of right shoulder,1,1,1,1.0,1.0
voice almost fails at times,great inclination to stretch limbs in evening,1,1,1,1.0,1.0
voice almost fails at times,stitches in thigh,1,1,1,1.0,1.0
voice almost fails at times,limbs are bruised,1,1,1,1.0,1.0
voice almost fails at times,severe nosebleed almost daily,1,1,1,1.0,1.0
voice almost fails at times,toes red,1,1,1,1.0,1.0
voice almost fails at times,hip pain extending to thigh,1,1,1,1.0,1.0
voice almost fails at times,painful sensation as if hat band were too tight,1,1,1,1.0,1.0
voice almost fails at times,tearing in fingers of left hand,1,1,1,1.0,1.0
voice almost fails at times,bone pain painful on pressure,1,1,1,1.0,1.0
voice almost fails at times,complementary with kali carb.,1,1,1,1.0,1.0
rheumatic aching in forehead,tension and heaviness in head,1,1,1,1.0,1.0
rheumatic aching in forehead,peculiar undulating and throbbing motion in cardiac region,1,1,1,1.0,1.0
rheumatic aching in forehead,vertigo on stooping,1,1,1,1.0,1.0
rheumatic aching in forehead,eyelids seem paralyzed,1,1,1,1.0,1.0
rheumatic aching in forehead,weakness of upper lids,1,1,1,1.0,1.0
swelling in gouty states,backache,1,1,1,1.0,1.0
swelling in gouty states,burning sensation in kidneys,1,1,1,1.0,1.0
swelling in gouty states,pain in kidneys,1,1,1,1.0,1.0
swelling in gouty states,tearing pains in legs,1,1,1,1.0,1.0
swelling in gouty states,tearing pains in shoulders,1,1,1,1.0,1.0
swelling in gouty states,neuralgic pains in legs,1,1,1,1.0,1.0
swelling in gouty states,pressure in kidneys,1,1,1,1.0,1.0
swelling in gouty states,urine with odor of violets,1,1,1,1.0,1.0
pressive pain in arms,restless legs at night,1,1,1,1.0,1.0
pressive pain in arms,pain in coccyx as if beaten,1,1,1,1.0,1.0
pressive pain in arms,tearing in scapulae,1,1,1,1.0,1.0
pressive pain in arms,stinging in small of back,1,1,1,1.0,1.0
pressive pain in arms,gouty affections worse in wet weather,1,1,1,1.0,1.0
pressive pain in arms,rheumatism worse in wet weather,1,1,1,1.0,1.0
pressive pain in arms,pressive pain in legs,1,1,1,1.0,1.0
pressive pain in arms,stinging in hands,1,1,1,1.0,1.0
pressive pain in arms,stitches in head,1,1,1,1.0,1.0
pressive pain in arms,coryza with watery discharge,1,1,1,1.0,1.0
pressive pain in arms,tearing in face,1,1,1,1.0,1.0
weariness of limbs,great toes feel sprained,1,1,1,1.0,1.0
weariness of limbs,differs from aesculus in hemorrhoid character,1,1,1,1.0,1.0
weariness of limbs,differs from aesculus in aggravations,1,1,1,1.0,1.0
weariness of limbs,warm feet,1,1,1,1.0,1.0
weariness of limbs,coccyx pain as if fallen on,1,1,1,1.0,1.0
weariness of limbs,creeping in sacrum to coccyx,1,1,1,1.0,1.0
weariness of limbs,heaviness in right arm,1,1,1,1.0,1.0
weariness of limbs,painful weariness of limbs,1,1,1,1.0,1.0
weariness of limbs,itching in back worse wet weather,1,1,1,1.0,1.0
weariness of limbs,drawing in right kidney,1,1,1,1.0,1.0
parts exquisitely sensitive,worse especially at night,1,1,1,1.0,1.0
parts exquisitely sensitive,burning pains changing from one place to another,1,1,1,1.0,1.0
parts exquisitely sensitive,large joints on left side affected,1,1,1,1.0,1.0
parts exquisitely sensitive,drawing extending into thigh,1,1,1,1.0,1.0
parts exquisitely sensitive,pains drawing,1,1,1,1.0,1.0
parts exquisitely sensitive,attacking one or more joints,1,1,1,1.0,1.0
parts exquisitely sensitive,great swelling,1,1,1,1.0,1.0
parts exquisitely sensitive,transferred to left arm,1,1,1,1.0,1.0
parts exquisitely sensitive,pains disappeared,1,1,1,1.0,1.0
parts exquisitely sensitive,soreness about joints,1,1,1,1.0,1.0
parts exquisitely sensitive,improved by dry heat,1,1,1,1.0,1.0
parts exquisitely sensitive,pains drive him out of bed,1,1,1,1.0,1.0
parts exquisitely sensitive,joints exquisitely sensitive,1,1,1,1.0,1.0
parts exquisitely sensitive,redness about joints,1,1,1,1.0,1.0
parts exquisitely sensitive,vertigo with tendency to fall to the right,1,1,1,1.0,1.0
parts exquisitely sensitive,wrist joint on right side affected,1,1,1,1.0,1.0
parts exquisitely sensitive,rheumatoid arthritis,1,1,1,1.0,1.0
as if it were in the bone,worse on going upstairs,1,1,1,1.0,1.0
as if it were in the bone,from knee to ankle,1,1,1,1.0,1.0
as if it were in the bone,back sacrum knees especially lumbar region,1,1,1,1.0,1.0
as if it were in the bone,worse during rest,1,1,1,1.0,1.0
as if it were in the bone,feel as if they had been riding horseback,1,1,1,1.0,1.0
as if it were in the bone,pains now in one place then in another,1,1,1,1.0,1.0
as if it were in the bone,pain in back just above hips,1,1,1,1.0,1.0
as if it were in the bone,stinging pain on flexor side of upper arm and elbow joint,1,1,1,1.0,1.0
as if it were in the bone,hysteria,1,1,1,1.0,1.0
as if it were in the bone,right knee joint as if sprained,1,1,1,1.0,1.0
as if it were in the bone,dull drawing pain in periosteum of right tibia,1,1,1,1.0,1.0
as if it were in the bone,sense of great weight in left shoulder,1,1,1,1.0,1.0
as if it were in the bone,extending from hip to knee,1,1,1,1.0,1.0
as if it were in the bone,worse after lying down,1,1,1,1.0,1.0
as if it were in the bone,must constantly move legs,1,1,1,1.0,1.0
as if it were in the bone,boring pain in right great toe,1,1,1,1.0,1.0
as if it were in the bone,rheumatism affecting left deltoid,1,1,1,1.0,1.0
as if it were in the bone,pain in sacrum while riding in a carriage,1,1,1,1.0,1.0
as if it were in the bone,flexor muscles of right thigh painful when walking,1,1,1,1.0,1.0
as if it were in the bone,coming a short time then going,1,1,1,1.0,1.0
as if it were in the bone,as if a piece of wood were pressing crosswise and outward,1,1,1,1.0,1.0
as if it were in the bone,sensation as if vessels were pulsating,1,1,1,1.0,1.0
sticking pain inward,painful numbness of index finger,1,1,1,1.0,1.0
sticking pain inward,drawing in feet,1,1,1,1.0,1.0
sticking pain inward,cramps in tendo achillis at 2 a.m.,1,1,1,1.0,1.0
sticking pain inward,cough affects throat,1,1,1,1.0,1.0
sticking pain inward,rheumatism of lower jaw,1,1,1,1.0,1.0
sticking pain inward,painful stiffness of sacrum,1,1,1,1.0,1.0
sticking pain inward,tearing boring pain in lower leg with movement,1,1,1,1.0,1.0
sticking pain inward,dull pain in os coccyx,1,1,1,1.0,1.0
sticking pain inward,pain in left hip joint as if wrenched,1,1,1,1.0,1.0
sticking pain inward,drawing in forearms,1,1,1,1.0,1.0
sticking pain inward,ulcerative pain in heels,1,1,1,1.0,1.0
sticking pain inward,gouty deposits,1,1,1,1.0,1.0
sticking pain inward,severe tearing in tendons under right calf,1,1,1,1.0,1.0
sticking pain inward,pain in elbow joints,1,1,1,1.0,1.0
sticking pain inward,ankle pain better from walking,1,1,1,1.0,1.0
sticking pain inward,knee pain better by warmth of bed,1,1,1,1.0,1.0
sticking pain inward,pains in superior maxilla bones,1,1,1,1.0,1.0
sticking pain inward,pains in shoulder when dressing in morning,1,1,1,1.0,1.0
sticking pain inward,foot pain worse in open air,1,1,1,1.0,1.0
sticking pain inward,pain in occiput,1,1,1,1.0,1.0
sticking pain inward,prosopalgia,1,1,1,1.0,1.0
sticking pain inward,tearing in forearms,1,1,1,1.0,1.0
sticking pain inward,stiffness worse on rising from chair,1,1,1,1.0,1.0
sticking pain inward,knee pain worse in open air,1,1,1,1.0,1.0
sticking pain inward,tendons of knees seem too short,1,1,1,1.0,1.0
sticking pain inward,bruised pain in legs in morning,1,1,1,1.0,1.0
sticking pain inward,cannot move fingers by will power,1,1,1,1.0,1.0
sticking pain inward,stitches in teeth,1,1,1,1.0,1.0
sticking pain inward,stitches in sternum from lifting,1,1,1,1.0,1.0
sticking pain inward,cracking in knees on walking,1,1,1,1.0,1.0
sticking pain inward,paralysis of hands,1,1,1,1.0,1.0
sticking pain inward,pinching crampy pain in lumbar region,1,1,1,1.0,1.0
sticking pain inward,knee pain better from continual motion,1,1,1,1.0,1.0
sticking pain inward,pain in ankle when sitting,1,1,1,1.0,1.0
sticking pain inward,stiffness in hollow of knee,1,1,1,1.0,1.0
sticking pain inward,drawing pain to ear,1,1,1,1.0,1.0
sticking pain inward,swelling of small joints of foot,1,1,1,1.0,1.0
sticking pain inward,knee pain worse when sitting,1,1,1,1.0,1.0
sticking pain inward,foot pain better by warmth of bed,1,1,1,1.0,1.0
sticking pain inward,pain in throat,1,1,1,1.0,1.0
sticking pain inward,severe pressive pain in ball of great toe,1,1,1,1.0,1.0
sticking pain inward,elbow pain worse from warmth,1,1,1,1.0,1.0
sticking pain inward,stitches in sternum from deep breathing,1,1,1,1.0,1.0
sticking pain inward,gouty tearing in lower leg,1,1,1,1.0,1.0
sticking pain inward,thigh pain worse in open air,1,1,1,1.0,1.0
sticking pain inward,tensive pain in hollow of knee,1,1,1,1.0,1.0
sticking pain inward,tearing in teeth,1,1,1,1.0,1.0
sticking pain inward,bruised pain in os coccyx,1,1,1,1.0,1.0
sticking pain inward,aching in hip joints as if dislocated,1,1,1,1.0,1.0
sticking pain inward,indurations of finger tendons,1,1,1,1.0,1.0
sticking pain inward,weakness in single parts,1,1,1,1.0,1.0
sticking pain inward,shoulder pain preventing motion,1,1,1,1.0,1.0
sticking pain inward,painful numbness of thumb,1,1,1,1.0,1.0
sticking pain inward,gout in hands,1,1,1,1.0,1.0
sticking pain inward,tearing in shoulder blades,1,1,1,1.0,1.0
sticking pain inward,sprained pain in back,1,1,1,1.0,1.0
cracking with wrenching pain in nape of neck when moving head back and forth,hacking cough causes pain in head,1,1,1,1.0,1.0
cracking with wrenching pain in nape of neck when moving head back and forth,headache,1,1,1,1.0,1.0
cracking with wrenching pain in nape of neck when moving head back and forth,stitches in left heel,1,1,1,1.0,1.0
cracking with wrenching pain in nape of neck when moving head back and forth,cracking of cervical vertebra on moving head,1,1,1,1.0,1.0
cracking with wrenching pain in nape of neck when moving head back and forth,stitches in right patella,1,1,1,1.0,1.0
cracking with wrenching pain in nape of neck when moving head back and forth,pain in shoulders as if sprained,1,1,1,1.0,1.0
cracking with wrenching pain in nape of neck when moving head back and forth,pain in neck as from a sprain,1,1,1,1.0,1.0
chilliness up and down back,dimness of sight,1,1,1,1.0,1.0
chilliness up and down back,blurred vision,1,1,1,1.0,1.0
chilliness up and down back,aching in arm muscles,1,1,1,1.0,1.0
chilliness up and down back,diplopia,1,1,1,1.0,1.0
chilliness up and down back,stupid mental state,1,1,1,1.0,1.0
chilliness up and down back,rheumatic pains after cold or influenza,1,1,1,1.0,1.0
chilliness up and down back,severe pain in neck muscles,1,1,1,1.0,1.0
chilliness up and down back,heaviness of eyelids,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,painful liver pressure,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,numbness of hands,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,reeling as if drunk,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,brick dust in urine,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,chronic joint enlargement,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,affinity for small joints of feet,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,tearing epigastric pain with vomiting,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,bruised pain in sacrum worse lying on side,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,giddiness,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,warm sweat on head,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,weary knees,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,pulse 120,1,1,1,1.0,1.0
pulling pain in face from decayed tooth to temples,motion impossible in right wrist,1,1,1,1.0,1.0
skin affections alternating with pains in joints,everything is sore,1,1,1,1.0,1.0
skin affections alternating with pains in joints,eyes burn on least exertion,1,1,1,1.0,1.0
skin affections alternating with pains in joints,exceedingly severe pain in right leg,1,1,1,1.0,1.0
skin affections alternating with pains in joints,worse by motion,1,1,1,1.0,1.0
skin affections alternating with pains in joints,of dissipated men,1,1,1,1.0,1.0
skin affections alternating with pains in joints,arthritic nodes of joints,1,1,1,1.0,1.0
skin affections alternating with pains in joints,shifting pains,1,1,1,1.0,1.0
skin affections alternating with pains in joints,styes,1,1,1,1.0,1.0
skin affections alternating with pains in joints,especially hip joints,1,1,1,1.0,1.0
skin affections alternating with pains in joints,aching when walking,1,1,1,1.0,1.0
skin affections alternating with pains in joints,aching pain around hip joint,1,1,1,1.0,1.0
skin affections alternating with pains in joints,all limbs affected,1,1,1,1.0,1.0
skin affections alternating with pains in joints,aching when sitting,1,1,1,1.0,1.0
skin affections alternating with pains in joints,all joints of back stiff in morning,1,1,1,1.0,1.0
skin affections alternating with pains in joints,crural neuralgic pain stitching,1,1,1,1.0,1.0
skin affections alternating with pains in joints,especially shoulder joints,1,1,1,1.0,1.0
